"","Candidate.Name","Party.Name","EVM.Votes","Postal.Votes","Total.Votes","Percent.of.Votes","Constituency.ID","Constituency.Name","State.ID","State.Name"
"11300","NOTA","None of the Above","8954","20","8974","0.73",12,"TONK-SAWAI MADHOPUR","S20","Rajasthan"
"3371","DR. JYOTI MIRDHA","Indian National Congress","476671","2120","478791","39.8",14,"Nagaur","S20","Rajasthan"
"4340","HANUMAN BENIWAL","Rashtriya Loktantrik Party","655496","4555","660051","54.86",14,"Nagaur","S20","Rajasthan"
"5340","HANUMANRAM","Rashtriya Power Party","7397","89","7486","0.62",14,"Nagaur","S20","Rajasthan"
"6337","DHARMI CHAND","Independent","3141","27","3168","0.26",14,"Nagaur","S20","Rajasthan"
"7336","DHARMENDRA","Independent","1249","23","1272","0.11",14,"Nagaur","S20","Rajasthan"
"8332","PREM RAJ","Independent","1347","7","1354","0.11",14,"Nagaur","S20","Rajasthan"
"9326","MADANLAL","Independent","1306","6","1312","0.11",14,"Nagaur","S20","Rajasthan"
"10315","RAVINDRA SINGH SHEKHAWAT","Independent","6985","130","7115","0.59",14,"Nagaur","S20","Rajasthan"
"11301","RAM CHANDRA","Independent","2578","7","2585","0.21",14,"Nagaur","S20","Rajasthan"
"12279","C.A. RASTRA PUTRA HINDU","Independent","1529","14","1543","0.13",14,"Nagaur","S20","Rajasthan"
"13256","SHIV NARAYAN","Independent","2402","1","2403","0.2",14,"Nagaur","S20","Rajasthan"
"14240","SAROJ PRAJAPAT","Independent","12753","32","12785","1.06",14,"Nagaur","S20","Rajasthan"
"15217","SOHANARAM RATHI","Independent","10203","7","10210","0.85",14,"Nagaur","S20","Rajasthan"
"16193","NOTA","None of the Above","12979","70","13049","1.08",14,"Nagaur","S20","Rajasthan"
"3372","P. P. CHAUDHARY","Bharatiya Janata Party","890817","9332","900149","66.2",15,"Pali","S20","Rajasthan"
"4341","BADRIRAM JAKHAR","Indian National Congress","413439","5113","418552","30.78",15,"Pali","S20","Rajasthan"
"5341","KANHAIYALAL VAISHNAV","Shivsena","7728","17","7745","0.57",15,"Pali","S20","Rajasthan"
"6338","RAMPRASAD JATAV","Ambedkarite Party of India","6229","15","6244","0.46",15,"Pali","S20","Rajasthan"
"7337","Dr. RAMLAL MOHBARSHA","Indian Indira Congress (R)","2548","21","2569","0.19",15,"Pali","S20","Rajasthan"
"8333","LAXMAN KUMAR","Proutist Sarva Samaj","1884","0","1884","0.14",15,"Pali","S20","Rajasthan"
"9327","JAGDISH CHANDRA","Independent","2337","0","2337","0.17",15,"Pali","S20","Rajasthan"
"10316","HEMANT KUMAR SINGHVI","Independent","5138","1","5139","0.38",15,"Pali","S20","Rajasthan"
"11302","NOTA","None of the Above","15105","75","15180","1.12",15,"Pali","S20","Rajasthan"
"3373","Gajendra Singh Shekhawat","Bharatiya Janata Party","781166","7722","788888","58.6",16,"Jodhpur","S20","Rajasthan"
"4342","Mukul Chaudhary","Bahujan Samaj Party","11646","57","11703","0.87",16,"Jodhpur","S20","Rajasthan"
"5342","Vaibhav Gehlot","Indian National Congress","511052","3396","514448","38.21",16,"Jodhpur","S20","Rajasthan"
"6339","Amar Singh Kalundha","Bhartiya Tribal Party","7235","28","7263","0.54",16,"Jodhpur","S20","Rajasthan"
"7338","Anil Joya Meghwal","Independent","1322","5","1327","0.1",16,"Jodhpur","S20","Rajasthan"
"8334","Chand Mohammad","Independent","900","1","901","0.07",16,"Jodhpur","S20","Rajasthan"
"9328","Tasleem","Independent","929","4","933","0.07",16,"Jodhpur","S20","Rajasthan"
"10317","Moda Ram Meghwal","Independent","1516","3","1519","0.11",16,"Jodhpur","S20","Rajasthan"
"11303","Vishek Vishnoi","Independent","4514","7","4521","0.34",16,"Jodhpur","S20","Rajasthan"
"12280","Shambhu Ram","Independent","3051","1","3052","0.23",16,"Jodhpur","S20","Rajasthan"
"13257","NOTA","None of the Above","11654","34","11688","0.87",16,"Jodhpur","S20","Rajasthan"
"3374","KAILASH CHOUDHARY","Bharatiya Janata Party","844104","2422","846526","59.52",17,"Barmer","S20","Rajasthan"
"4343","MANVENDRA SINGH","Indian National Congress","520856","1862","522718","36.75",17,"Barmer","S20","Rajasthan"
"5343","RAMESH KUMAR","Bahujan Mukti Party","16663","36","16699","1.17",17,"Barmer","S20","Rajasthan"
"6340","POPATLAL","Independent","3359","1","3360","0.24",17,"Barmer","S20","Rajasthan"
"7339","BHERARAM JAKHAR","Independent","2385","0","2385","0.17",17,"Barmer","S20","Rajasthan"
"8335","MULA RAM","Independent","3516","1","3517","0.25",17,"Barmer","S20","Rajasthan"
"9329","HANEEF","Independent","8069","1","8070","0.57",17,"Barmer","S20","Rajasthan"
"10318","NOTA","None of the Above","18989","7","18996","1.34",17,"Barmer","S20","Rajasthan"
"3375","Devaji Patel","Bharatiya Janata Party","772383","450","772833","56.76",18,"Jalore","S20","Rajasthan"
"4344","Ratan Devasi","Indian National Congress","511363","360","511723","37.58",18,"Jalore","S20","Rajasthan"
"5344","Kaluram","Rashtriya Rashtrawadi Party","12283","1","12284","0.9",18,"Jalore","S20","Rajasthan"
"6341","Bhanwerlal","Bahujan Mukti Party","3341","3","3344","0.25",18,"Jalore","S20","Rajasthan"
"7340","Ramprasad Jatav","Ambedkarite Party of India","3879","0","3879","0.28",18,"Jalore","S20","Rajasthan"
"8336","Vijay Shree","Shivsena","2907","1","2908","0.21",18,"Jalore","S20","Rajasthan"
"9330","Kapoora Ram Meena","Independent","1312","2","1314","0.1",18,"Jalore","S20","Rajasthan"
"10319","Kheta Ram","Independent","1224","0","1224","0.09",18,"Jalore","S20","Rajasthan"
"11304","Dinesh Singh","Independent","3248","0","3248","0.24",18,"Jalore","S20","Rajasthan"
"12281","Nimbaram","Independent","2016","0","2016","0.15",18,"Jalore","S20","Rajasthan"
"13258","Bhavaram","Independent","2527","0","2527","0.19",18,"Jalore","S20","Rajasthan"
"14241","Bheraram Barar (Meghwal)","Independent","3321","0","3321","0.24",18,"Jalore","S20","Rajasthan"
"15218","Mohanlal","Independent","3466","0","3466","0.25",18,"Jalore","S20","Rajasthan"
"16194","Lakharam Choudhary","Independent","6333","0","6333","0.47",18,"Jalore","S20","Rajasthan"
"17162","Lukaram","Independent","13485","0","13485","0.99",18,"Jalore","S20","Rajasthan"
"18139","NOTA","None of the Above","17711","3","17714","1.3",18,"Jalore","S20","Rajasthan"
"3376","ARJUNLAL MEENA","Bharatiya Janata Party","867694","3854","871548","59.92",19,"Udaipur","S20","Rajasthan"
"4345","KESULAL MEENA","Bahujan Samaj Party","16303","15","16318","1.12",19,"Udaipur","S20","Rajasthan"
"5345","GHANSHYAM SINGH TAWAR","Communist Party of India","18378","8","18386","1.26",19,"Udaipur","S20","Rajasthan"
"6342","RAGHUVIR SINGH MEENA","Indian National Congress","431960","1674","433634","29.81",19,"Udaipur","S20","Rajasthan"
"7341","KIKA MINA","Communist Party of India (Marxist-Leninist) Red Star","13097","2","13099","0.9",19,"Udaipur","S20","Rajasthan"
"8337","PARBHULAL MEENA","Bahujan Mukti Party","4132","34","4166","0.29",19,"Udaipur","S20","Rajasthan"
"9331","BIRDHI LAL CHHANWAL","Bhartiya Tribal Party","50953","690","51643","3.55",19,"Udaipur","S20","Rajasthan"
"10320","SHANKERLAL","Satya Bahumat Party","5689","1","5690","0.39",19,"Udaipur","S20","Rajasthan"
"11305","HARJI LAL MEENA","Ambedkarite Party of India","11853","2","11855","0.82",19,"Udaipur","S20","Rajasthan"
"12282","NOTA","None of the Above","28144","35","28179","1.94",19,"Udaipur","S20","Rajasthan"
"3377","ARJUN RAM MEGHWAL","Bharatiya Janata Party","655427","2316","657743","59.82",2,"Bikaner (SC)","S20","Rajasthan"
"4346","BHAIRA RAM","Bahujan Samaj Party","11357","55","11412","1.04",2,"Bikaner (SC)","S20","Rajasthan"
"5346","MADAN GOPAL MEGHWAL","Indian National Congress","392268","1394","393662","35.8",2,"Bikaner (SC)","S20","Rajasthan"
"6343","SHYOPAT RAM","Communist Party of India  (Marxist)","8971","26","8997","0.82",2,"Bikaner (SC)","S20","Rajasthan"
"7342","GHANSHYAM MEGHWAL","Ambedkarite Party of India","3739","13","3752","0.34",2,"Bikaner (SC)","S20","Rajasthan"
"8338","TRILOKI NARAYAN HATILA","Jan Sangharsh Virat Party","1769","5","1774","0.16",2,"Bikaner (SC)","S20","Rajasthan"
"9332","PUNAM CHAND ALIAS PUNEET DHAL","Hindusthan Nirman Dal","1743","2","1745","0.16",2,"Bikaner (SC)","S20","Rajasthan"
"10321","ARJUN RAM","Independent","3445","2","3447","0.31",2,"Bikaner (SC)","S20","Rajasthan"
"11306","BABULAL","Independent","3553","3","3556","0.32",2,"Bikaner (SC)","S20","Rajasthan"
"12283","NOTA","None of the Above","13426","84","13510","1.23",2,"Bikaner (SC)","S20","Rajasthan"
"3378","KANAKMAL KATARA","Bharatiya Janata Party","710684","1025","711709","49.44",20,"Banswara","S20","Rajasthan"
"4347","TARACHAND BHAGORA","Indian National Congress","405874","371","406245","28.22",20,"Banswara","S20","Rajasthan"
"5347","BAPULAL","Bahujan Samaj Party","26169","3","26172","1.82",20,"Banswara","S20","Rajasthan"
"6344","KANTILAL ROAT","Bhartiya Tribal Party","249964","797","250761","17.42",20,"Banswara","S20","Rajasthan"
"7343","NITESH DAMOR","Independent","14822","0","14822","1.03",20,"Banswara","S20","Rajasthan"
"8339","NOTA","None of the Above","29957","5","29962","2.08",20,"Banswara","S20","Rajasthan"
"3379","Gopal Singh Shekhawat","Indian National Congress","405681","1014","406695","27.88",21,"Chittorgarh","S20","Rajasthan"
"4348","Chandra Prakash Joshi","Bharatiya Janata Party","979946","2996","982942","67.38",21,"Chittorgarh","S20","Rajasthan"
"5348","Dr. Jagdish Chandra Sharma","Bahujan Samaj Party","13458","26","13484","0.92",21,"Chittorgarh","S20","Rajasthan"
"6345","Radha Bhandari","Communist Party of India","9923","1","9924","0.68",21,"Chittorgarh","S20","Rajasthan"
"7344","Gopal Dhakad","Right to Recall Party","2791","2","2793","0.19",21,"Chittorgarh","S20","Rajasthan"
"8340","Jai Prakash Regar","Ambedkarite Party of India","4218","15","4233","0.29",21,"Chittorgarh","S20","Rajasthan"
"9333","Prakash Chandra Meena","Bhartiya Tribal Party","5393","198","5591","0.38",21,"Chittorgarh","S20","Rajasthan"
"10322","Mangilal Meena","Satya Bahumat Party","2314","2","2316","0.16",21,"Chittorgarh","S20","Rajasthan"
"11307","Gulab Sehlot","Independent","4225","0","4225","0.29",21,"Chittorgarh","S20","Rajasthan"
"12284","Shamshuddin","Independent","9027","2","9029","0.62",21,"Chittorgarh","S20","Rajasthan"
"13259","NOTA","None of the Above","17513","15","17528","1.2",21,"Chittorgarh","S20","Rajasthan"
"3380","Chenaram","Bahujan Samaj Party","15916","39","15955","1.29",22,"Rajsamand","S20","Rajasthan"
"4349","Diya Kumari","Bharatiya Janata Party","858690","4349","863039","69.61",22,"Rajsamand","S20","Rajasthan"
"5349","Devkinandan (Kaka)","Indian National Congress","309748","1375","311123","25.09",22,"Rajsamand","S20","Rajasthan"
"6346","Chandra Prakash Tanwar","Ambedkarite Party of India","12885","2","12887","1.04",22,"Rajsamand","S20","Rajasthan"
"7345","Mishri Kathat","Indian Peoples Green Party","2354","17","2371","0.19",22,"Rajsamand","S20","Rajasthan"
"8341","Jitendra Kumar Khatik","Independent","1548","1","1549","0.12",22,"Rajsamand","S20","Rajasthan"
"9334","Neeru Ram Kapri","Independent","1547","3","1550","0.13",22,"Rajsamand","S20","Rajasthan"
"10323","Bhanwar Lal Kumawat","Independent","2437","1","2438","0.2",22,"Rajsamand","S20","Rajasthan"
"11308","Bhanwer Lal Mali","Independent","5920","3","5923","0.48",22,"Rajsamand","S20","Rajasthan"
"12285","Rakesh Samdolav","Independent","10331","8","10339","0.83",22,"Rajsamand","S20","Rajasthan"
"13260","NOTA","None of the Above","12641","30","12671","1.02",22,"Rajsamand","S20","Rajasthan"
"3381","RAM PAL SHARMA","Indian National Congress","325145","1015","326160","24.89",23,"Bhilwara","S20","Rajasthan"
"4350","SHIVLAL GURJAR","Bahujan Samaj Party","15599","28","15627","1.19",23,"Bhilwara","S20","Rajasthan"
"5350","SUBHASH CHANDRA BAHERIA","Bharatiya Janata Party","936065","2095","938160","71.59",23,"Bhilwara","S20","Rajasthan"
"6347","PAWAN KUMAR SHARMA","Right to Recall Party","13140","8","13148","1",23,"Bhilwara","S20","Rajasthan"
"7346","NOTA","None of the Above","17388","30","17418","1.33",23,"Bhilwara","S20","Rajasthan"
"3382","OM BIRLA","Bharatiya Janata Party","796071","3980","800051","58.52",24,"Kota","S20","Rajasthan"
"4351","RAMNARAIN MEENA","Indian National Congress","517559","2815","520374","38.07",24,"Kota","S20","Rajasthan"
"5351","HARISH KUMAR LAHRI","Bahujan Samaj Party","9965","20","9985","0.73",24,"Kota","S20","Rajasthan"
"6348","CHANDRA PRAKASH","Rashtriya Krantikari Samajwadi Party","1487","1","1488","0.11",24,"Kota","S20","Rajasthan"
"7347","BHIM SINGH KUNTAL","Shivsena","1305","3","1308","0.1",24,"Kota","S20","Rajasthan"
"8342","MAHESH KUMAR RANIWAL","AARAKSHAN VIRODHI PARTY","887","4","891","0.07",24,"Kota","S20","Rajasthan"
"9335","RAJENDRA PRASAD SINGOR","Marxist Communist Party of India (United)","1161","0","1161","0.08",24,"Kota","S20","Rajasthan"
"10324","SHOBHA RAM NIRMAL","Proutist Sarva Samaj","996","0","996","0.07",24,"Kota","S20","Rajasthan"
"11309","CAPTAIN SOMESH BHATNAGAR","Bhartiya Kisan Party","1148","6","1154","0.08",24,"Kota","S20","Rajasthan"
"12286","ABDUL ASIPH","Independent","1243","8","1251","0.09",24,"Kota","S20","Rajasthan"
"13261","KESHARI LAL","Independent","1675","3","1678","0.12",24,"Kota","S20","Rajasthan"
"14242","ENGINEER PRAVEEN KHANDELWAL","Independent","4096","1","4097","0.3",24,"Kota","S20","Rajasthan"
"15219","SATISH BHARDWAJ","Independent","2462","2","2464","0.18",24,"Kota","S20","Rajasthan"
"16195","SUNIL MADAN","Independent","3035","1","3036","0.22",24,"Kota","S20","Rajasthan"
"17163","HERGOVIND MEENA","Independent","4511","0","4511","0.33",24,"Kota","S20","Rajasthan"
"18140","NOTA","None of the Above","12531","58","12589","0.92",24,"Kota","S20","Rajasthan"
"3383","DUSHYANT SINGH","Bharatiya Janata Party","887017","383","887400","64.78",25,"JHALAWAR-BARAN","S20","Rajasthan"
"4352","PRAMOD SHARMA","Indian National Congress","433272","200","433472","31.64",25,"JHALAWAR-BARAN","S20","Rajasthan"
"5352","BADREE LAL","Bahujan Samaj Party","13336","2","13338","0.97",25,"JHALAWAR-BARAN","S20","Rajasthan"
"6349","ABDUL QAYYUM SIDDIQUI","Independent","3344","0","3344","0.24",25,"JHALAWAR-BARAN","S20","Rajasthan"
"7348","PRINCE MEENA","Independent","2701","4","2705","0.2",25,"JHALAWAR-BARAN","S20","Rajasthan"
"8343","MOHAMMAD NASIR","Independent","5107","0","5107","0.37",25,"JHALAWAR-BARAN","S20","Rajasthan"
"9336","HARISH KUMAR DHAKAR","Independent","7421","1","7422","0.54",25,"JHALAWAR-BARAN","S20","Rajasthan"
"10325","NOTA","None of the Above","17078","2","17080","1.25",25,"JHALAWAR-BARAN","S20","Rajasthan"
"3384","BALWAN POONIA","Communist Party of India  (Marxist)","24892","198","25090","1.89",3,"Churu","S20","Rajasthan"
"4353","RAFIQUE MANDELIA","Indian National Congress","457117","1480","458597","34.52",3,"Churu","S20","Rajasthan"
"5353","RAHUL KASWAN","Bharatiya Janata Party","786573","6426","792999","59.69",3,"Churu","S20","Rajasthan"
"6350","HARI SINGH","Bahujan Samaj Party","16059","57","16116","1.21",3,"Churu","S20","Rajasthan"
"7349","GOMATI DHARAMPAL KATARIA","Bharat Rakshak Party (Democratic)","1619","2","1621","0.12",3,"Churu","S20","Rajasthan"
"8344","SATYAPAL BAUDDH","Ambedkarite Party of India","3077","3","3080","0.23",3,"Churu","S20","Rajasthan"
"9337","ASLAM","Independent","1427","0","1427","0.11",3,"Churu","S20","Rajasthan"
"10326","KUMBHA RAM MEENA","Independent","3503","4","3507","0.26",3,"Churu","S20","Rajasthan"
"11310","DARARAM NAYAK","Independent","1570","3","1573","0.12",3,"Churu","S20","Rajasthan"
"12287","BISHANARAM","Independent","3325","1","3326","0.25",3,"Churu","S20","Rajasthan"
"13262","SHEELA SHEKHAWAT","Independent","6481","45","6526","0.49",3,"Churu","S20","Rajasthan"
"14243","SUKHADEV MEGHWAL","Independent","4575","7","4582","0.34",3,"Churu","S20","Rajasthan"
"15220","NOTA","None of the Above","9933","45","9978","0.75",3,"Churu","S20","Rajasthan"
"3385","NARENDRA KUMAR","Bharatiya Janata Party","722994","15169","738163","61.57",4,"Jhunjhunu","S20","Rajasthan"
"4354","SHARWAN KUMAR S/O GOKAL RAM","Indian National Congress","431973","3643","435616","36.33",4,"Jhunjhunu","S20","Rajasthan"
"5354","AJAY PAL","Bahujan Mukti Party","4195","72","4267","0.36",4,"Jhunjhunu","S20","Rajasthan"
"6351","KRISHAN KUMAR JANGIR","Rashtriya Mangalam Party","788","10","798","0.07",4,"Jhunjhunu","S20","Rajasthan"
"7350","Dr. TEJPAL KATEWA","Right to Recall Party","784","19","803","0.07",4,"Jhunjhunu","S20","Rajasthan"
"8345","MAHANT AKASH GIRI","Independent","612","5","617","0.05",4,"Jhunjhunu","S20","Rajasthan"
"9338","KAILASH KARWASARA","Independent","668","10","678","0.06",4,"Jhunjhunu","S20","Rajasthan"
"10327","GURU GOKUL CHAND RASHTRAWADI","Independent","502","0","502","0.04",4,"Jhunjhunu","S20","Rajasthan"
"11311","BALDEV PRASAD SAINI","Independent","714","14","728","0.06",4,"Jhunjhunu","S20","Rajasthan"
"12288","BHIM SINGH","Independent","1236","2","1238","0.1",4,"Jhunjhunu","S20","Rajasthan"
"13263","MOHD. YUNUS","Independent","1433","5","1438","0.12",4,"Jhunjhunu","S20","Rajasthan"
"14244","SHARWAN KUMAR S/O HUKMA RAM","Independent","5573","9","5582","0.47",4,"Jhunjhunu","S20","Rajasthan"
"15221","NOTA","None of the Above","8415","82","8497","0.71",4,"Jhunjhunu","S20","Rajasthan"
"3386","Amraram","Communist Party of India  (Marxist)","31219","243","31462","2.37",5,"Sikar","S20","Rajasthan"
"4355","Sita Devi","Bahujan Samaj Party","6654","177","6831","0.51",5,"Sikar","S20","Rajasthan"
"5355","Subhash Maharia","Indian National Congress","470673","4275","474948","35.79",5,"Sikar","S20","Rajasthan"
"6352","Sumedhanand Saraswati","Bharatiya Janata Party","761332","10772","772104","58.19",5,"Sikar","S20","Rajasthan"
"7351","Vijendra Kumar","Bhartiya Jan Satta Party","12366","50","12416","0.94",5,"Sikar","S20","Rajasthan"
"8346","Shivbhagwan Sardiwal","Dalit Soshit Pichhara Varg  Adhikar Dal","1859","3","1862","0.14",5,"Sikar","S20","Rajasthan"
"9339","Ajaypal","Independent","3344","11","3355","0.25",5,"Sikar","S20","Rajasthan"
"10328","Ankur Sharma","Independent","804","1","805","0.06",5,"Sikar","S20","Rajasthan"
"11312","Bansilal Kataria","Independent","1458","4","1462","0.11",5,"Sikar","S20","Rajasthan"
"12289","Bhagwan Sahay","Independent","3550","5","3555","0.27",5,"Sikar","S20","Rajasthan"
"13264","Bhagirath Singh Kharrte Bhadhadar","Independent","8027","7","8034","0.61",5,"Sikar","S20","Rajasthan"
"14245","Vikas Kumar","Independent","2309","10","2319","0.17",5,"Sikar","S20","Rajasthan"
"15222","NOTA","None of the Above","7754","62","7816","0.59",5,"Sikar","S20","Rajasthan"
"3387","KRISHNA POONIA","Indian National Congress","422223","4738","426961","33.44",6,"Jaipur Rural","S20","Rajasthan"
"4356","COL. RAJYAVARDHAN RATHORE","Bharatiya Janata Party","811626","8506","820132","64.24",6,"Jaipur Rural","S20","Rajasthan"
"5356","VIRENDER SINGH BIDHURI","Bahujan Samaj Party","7913","63","7976","0.62",6,"Jaipur Rural","S20","Rajasthan"
"6353","RAJENDRA KUMAR","Ambedkarite Party of India","3788","12","3800","0.3",6,"Jaipur Rural","S20","Rajasthan"
"7352","RAM NIWAS NENAWAT MEGHAWAL","Bharat Rakshak Party (Democratic)","1243","16","1259","0.1",6,"Jaipur Rural","S20","Rajasthan"
"8347","BANWARI LAL MEENA","Independent","1221","13","1234","0.1",6,"Jaipur Rural","S20","Rajasthan"
"9340","RAMSINGH KASANA","Independent","1826","8","1834","0.14",6,"Jaipur Rural","S20","Rajasthan"
"10329","VINOD SHARMA","Independent","4143","3","4146","0.32",6,"Jaipur Rural","S20","Rajasthan"
"11313","NOTA","None of the Above","9313","38","9351","0.73",6,"Jaipur Rural","S20","Rajasthan"
"3388","Umrao Salodia","Bahujan Samaj Party","7777","90","7867","0.54",7,"Jaipur","S20","Rajasthan"
"4357","Jyoti Khandelwal","Indian National Congress","490741","2698","493439","33.88",7,"Jaipur","S20","Rajasthan"
"5357","Ramcharan Bohra","Bharatiya Janata Party","918472","5593","924065","63.45",7,"Jaipur","S20","Rajasthan"
"6354","Kuldeep Singh","SOCIALIST UNITY CENTRE OF INDIA (COMMUNIST)","2621","2","2623","0.18",7,"Jaipur","S20","Rajasthan"
"7353","Kailash Chand Jagarwal","Ambedkarite Party of India","881","3","884","0.06",7,"Jaipur","S20","Rajasthan"
